,im,L,k,Resize/Nearest/0.2,Resize/Nearest/0.3,Resize/Nearest/0.4,Resize/Nearest/0.5,Resize/Nearest/0.6,Resize/Nearest/0.7,Resize/Nearest/0.8,Resize/Nearest/0.9,Resize/Nearest/1.0,Resize/Nearest/1.1,Resize/Nearest/1.2,Resize/Nearest/1.3,Resize/Nearest/1.4,Resize/Nearest/1.5,Resize/Nearest/1.6,Resize/Nearest/1.7,Resize/Nearest/1.8,Resize/Nearest/1.9,Resize/Nearest/2,Resize/Nearest/3,Resize/Linear/0.2,Resize/Linear/0.3,Resize/Linear/0.4,Resize/Linear/0.5,Resize/Linear/0.6,Resize/Linear/0.7,Resize/Linear/0.8,Resize/Linear/0.9,Resize/Linear/1.0,Resize/Linear/1.1,Resize/Linear/1.2,Resize/Linear/1.3,Resize/Linear/1.4,Resize/Linear/1.5,Resize/Linear/1.6,Resize/Linear/1.7,Resize/Linear/1.8,Resize/Linear/1.9,Resize/Linear/2,Resize/Linear/3,Resize/Bicubic/0.2,Resize/Bicubic/0.3,Resize/Bicubic/0.4,Resize/Bicubic/0.5,Resize/Bicubic/0.6,Resize/Bicubic/0.7,Resize/Bicubic/0.8,Resize/Bicubic/0.9,Resize/Bicubic/1.0,Resize/Bicubic/1.1,Resize/Bicubic/1.2,Resize/Bicubic/1.3,Resize/Bicubic/1.4,Resize/Bicubic/1.5,Resize/Bicubic/1.6,Resize/Bicubic/1.7,Resize/Bicubic/1.8,Resize/Bicubic/1.9,Resize/Bicubic/2,Resize/Bicubic/3,Resize/Lanczos/0.2,Resize/Lanczos/0.3,Resize/Lanczos/0.4,Resize/Lanczos/0.5,Resize/Lanczos/0.6,Resize/Lanczos/0.7,Resize/Lanczos/0.8,Resize/Lanczos/0.9,Resize/Lanczos/1.0,Resize/Lanczos/1.1,Resize/Lanczos/1.2,Resize/Lanczos/1.3,Resize/Lanczos/1.4,Resize/Lanczos/1.5,Resize/Lanczos/1.6,Resize/Lanczos/1.7,Resize/Lanczos/1.8,Resize/Lanczos/1.9,Resize/Lanczos/2,Resize/Lanczos/3,Rotate/Nearest/1,Rotate/Nearest/2,Rotate/Nearest/3,Rotate/Nearest/4,Rotate/Nearest/5,Rotate/Nearest/6,Rotate/Nearest/7,Rotate/Nearest/8,Rotate/Nearest/9,Rotate/Nearest/10,Rotate/Nearest/15,Rotate/Nearest/20,Rotate/Nearest/25,Rotate/Nearest/30,Rotate/Nearest/35,Rotate/Nearest/40,Rotate/Nearest/45,Rotate/Linear/1,Rotate/Linear/2,Rotate/Linear/3,Rotate/Linear/4,Rotate/Linear/5,Rotate/Linear/6,Rotate/Linear/7,Rotate/Linear/8,Rotate/Linear/9,Rotate/Linear/10,Rotate/Linear/15,Rotate/Linear/20,Rotate/Linear/25,Rotate/Linear/30,Rotate/Linear/35,Rotate/Linear/40,Rotate/Linear/45,Rotate/Bicubic/1,Rotate/Bicubic/2,Rotate/Bicubic/3,Rotate/Bicubic/4,Rotate/Bicubic/5,Rotate/Bicubic/6,Rotate/Bicubic/7,Rotate/Bicubic/8,Rotate/Bicubic/9,Rotate/Bicubic/10,Rotate/Bicubic/15,Rotate/Bicubic/20,Rotate/Bicubic/25,Rotate/Bicubic/30,Rotate/Bicubic/35,Rotate/Bicubic/40,Rotate/Bicubic/45,JPEG/100,JPEG/90,JPEG/80,JPEG/70,JPEG/60,JPEG/50,JPEG/45,JPEG/40,JPEG/35,JPEG/30,JPEG/25,JPEG/20,JPEG/15,JPEG/10,JPEG/5,JPEG2000
154,arctichare_256,48,4,0.604166667,0.479166667,0.479166667,0.520833333,0.5625,0.541666667,0.541666667,0.604166667,0.583333333,0.604166667,0.583333333,0.583333333,0.5625,0.583333333,0.583333333,0.583333333,0.625,0.625,0.583333333,0.604166667,0.604166667,0.479166667,0.479166667,0.520833333,0.5625,0.541666667,0.541666667,0.604166667,0.583333333,0.604166667,0.583333333,0.583333333,0.5625,0.583333333,0.583333333,0.583333333,0.625,0.625,0.583333333,0.604166667,0.604166667,0.479166667,0.479166667,0.520833333,0.5625,0.541666667,0.541666667,0.604166667,0.583333333,0.604166667,0.583333333,0.583333333,0.5625,0.583333333,0.583333333,0.583333333,0.625,0.625,0.583333333,0.604166667,0.604166667,0.479166667,0.479166667,0.520833333,0.5625,0.541666667,0.541666667,0.604166667,0.583333333,0.604166667,0.583333333,0.583333333,0.5625,0.583333333,0.583333333,0.583333333,0.625,0.625,0.583333333,0.604166667,0.604166667,0.625,0.541666667,0.666666667,0.666666667,0.604166667,0.604166667,0.625,0.666666667,0.520833333,0.5625,0.583333333,0.666666667,0.625,0.5625,0.645833333,0.520833333,0.625,0.645833333,0.645833333,0.645833333,0.583333333,0.645833333,0.625,0.625,0.625,0.604166667,0.583333333,0.625,0.625,0.645833333,0.583333333,0.583333333,0.604166667,0.6875,0.625,0.625,0.645833333,0.645833333,0.625,0.645833333,0.666666667,0.625,0.645833333,0.625,0.625,0.666666667,0.645833333,0.666666667,0.604166667,0.520833333,0.583333333,0.5625,0.625,0.625,0.645833333,0.625,0.625,0.625,0.541666667,0.583333333,0.583333333,0.5,0.458333333,0.333333333,0.458333333,0.583333333
155,arctichare_256,48,5,0.458333333,0.541666667,0.458333333,0.4375,0.4375,0.479166667,0.5,0.520833333,0.541666667,0.520833333,0.541666667,0.520833333,0.5,0.541666667,0.541666667,0.541666667,0.5625,0.5625,0.5625,0.541666667,0.458333333,0.541666667,0.458333333,0.4375,0.4375,0.479166667,0.5,0.520833333,0.541666667,0.520833333,0.541666667,0.520833333,0.5,0.541666667,0.541666667,0.541666667,0.5625,0.5625,0.5625,0.541666667,0.458333333,0.541666667,0.458333333,0.4375,0.4375,0.479166667,0.5,0.520833333,0.541666667,0.520833333,0.541666667,0.520833333,0.5,0.541666667,0.541666667,0.541666667,0.5625,0.5625,0.5625,0.541666667,0.458333333,0.541666667,0.458333333,0.4375,0.4375,0.479166667,0.5,0.520833333,0.541666667,0.520833333,0.541666667,0.520833333,0.5,0.541666667,0.541666667,0.541666667,0.5625,0.5625,0.5625,0.541666667,0.541666667,0.395833333,0.5,0.479166667,0.5,0.520833333,0.479166667,0.395833333,0.479166667,0.458333333,0.5625,0.4375,0.520833333,0.458333333,0.479166667,0.5625,0.5,0.4375,0.4375,0.458333333,0.458333333,0.458333333,0.458333333,0.479166667,0.4375,0.479166667,0.458333333,0.479166667,0.458333333,0.479166667,0.479166667,0.458333333,0.4375,0.458333333,0.395833333,0.4375,0.520833333,0.479166667,0.416666667,0.458333333,0.5,0.395833333,0.479166667,0.458333333,0.4375,0.458333333,0.479166667,0.458333333,0.5,0.4375,0.520833333,0.541666667,0.541666667,0.541666667,0.541666667,0.5,0.520833333,0.520833333,0.458333333,0.458333333,0.5,0.541666667,0.416666667,0.520833333,0.5,0.520833333,0.541666667
156,arctichare_256,48,6,0.5625,0.5625,0.354166667,0.25,0.3125,0.333333333,0.395833333,0.395833333,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.354166667,0.395833333,0.395833333,0.354166667,0.354166667,0.375,0.5625,0.5625,0.354166667,0.25,0.3125,0.333333333,0.395833333,0.395833333,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.354166667,0.395833333,0.395833333,0.354166667,0.354166667,0.375,0.5625,0.5625,0.354166667,0.25,0.3125,0.333333333,0.395833333,0.395833333,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.354166667,0.395833333,0.395833333,0.354166667,0.354166667,0.375,0.5625,0.5625,0.354166667,0.25,0.3125,0.333333333,0.395833333,0.395833333,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.416666667,0.354166667,0.395833333,0.395833333,0.354166667,0.354166667,0.375,0.458333333,0.479166667,0.4375,0.375,0.458333333,0.458333333,0.5,0.4375,0.354166667,0.458333333,0.375,0.333333333,0.375,0.458333333,0.375,0.395833333,0.4375,0.395833333,0.4375,0.4375,0.333333333,0.395833333,0.375,0.416666667,0.416666667,0.354166667,0.416666667,0.416666667,0.395833333,0.395833333,0.416666667,0.4375,0.375,0.395833333,0.333333333,0.416666667,0.416666667,0.395833333,0.416666667,0.375,0.395833333,0.375,0.354166667,0.395833333,0.395833333,0.395833333,0.375,0.375,0.416666667,0.375,0.416666667,0.416666667,0.395833333,0.4375,0.4375,0.458333333,0.4375,0.458333333,0.458333333,0.479166667,0.4375,0.458333333,0.479166667,0.479166667,0.4375,0.479166667,0.416666667
157,arctichare_256,48,7,0.479166667,0.395833333,0.541666667,0.5,0.520833333,0.479166667,0.479166667,0.458333333,0.458333333,0.479166667,0.4375,0.4375,0.4375,0.458333333,0.4375,0.458333333,0.4375,0.4375,0.4375,0.4375,0.479166667,0.395833333,0.541666667,0.5,0.520833333,0.479166667,0.479166667,0.458333333,0.458333333,0.479166667,0.4375,0.4375,0.4375,0.458333333,0.4375,0.458333333,0.4375,0.4375,0.4375,0.4375,0.479166667,0.395833333,0.541666667,0.5,0.520833333,0.479166667,0.479166667,0.458333333,0.458333333,0.479166667,0.4375,0.4375,0.4375,0.458333333,0.4375,0.458333333,0.4375,0.4375,0.4375,0.4375,0.479166667,0.395833333,0.541666667,0.5,0.520833333,0.479166667,0.479166667,0.458333333,0.458333333,0.479166667,0.4375,0.4375,0.4375,0.458333333,0.4375,0.458333333,0.4375,0.4375,0.4375,0.4375,0.354166667,0.416666667,0.395833333,0.4375,0.479166667,0.479166667,0.458333333,0.458333333,0.458333333,0.479166667,0.395833333,0.4375,0.520833333,0.395833333,0.395833333,0.395833333,0.520833333,0.458333333,0.416666667,0.479166667,0.4375,0.4375,0.458333333,0.4375,0.479166667,0.4375,0.4375,0.416666667,0.458333333,0.416666667,0.4375,0.458333333,0.479166667,0.458333333,0.416666667,0.4375,0.458333333,0.395833333,0.4375,0.4375,0.4375,0.416666667,0.458333333,0.4375,0.4375,0.375,0.416666667,0.395833333,0.395833333,0.375,0.458333333,0.458333333,0.4375,0.458333333,0.458333333,0.416666667,0.416666667,0.4375,0.375,0.375,0.395833333,0.375,0.375,0.375,0.375,0.4375,0.458333333
158,arctichare_256,48,8,0.416666667,0.395833333,0.375,0.354166667,0.395833333,0.354166667,0.375,0.375,0.4375,0.416666667,0.375,0.416666667,0.395833333,0.354166667,0.375,0.375,0.375,0.375,0.375,0.4375,0.416666667,0.395833333,0.375,0.354166667,0.395833333,0.354166667,0.375,0.375,0.4375,0.416666667,0.375,0.416666667,0.395833333,0.354166667,0.375,0.375,0.375,0.375,0.375,0.4375,0.416666667,0.395833333,0.375,0.354166667,0.395833333,0.354166667,0.375,0.375,0.4375,0.416666667,0.375,0.416666667,0.395833333,0.354166667,0.375,0.375,0.375,0.375,0.375,0.4375,0.416666667,0.395833333,0.375,0.354166667,0.395833333,0.354166667,0.375,0.375,0.4375,0.416666667,0.375,0.416666667,0.395833333,0.354166667,0.375,0.375,0.375,0.375,0.375,0.4375,0.4375,0.416666667,0.458333333,0.520833333,0.458333333,0.416666667,0.416666667,0.416666667,0.5,0.375,0.458333333,0.458333333,0.458333333,0.416666667,0.458333333,0.458333333,0.395833333,0.375,0.375,0.354166667,0.416666667,0.4375,0.375,0.416666667,0.416666667,0.375,0.375,0.4375,0.395833333,0.416666667,0.375,0.416666667,0.416666667,0.395833333,0.375,0.375,0.395833333,0.4375,0.395833333,0.416666667,0.395833333,0.416666667,0.375,0.375,0.4375,0.354166667,0.395833333,0.375,0.375,0.416666667,0.333333333,0.4375,0.416666667,0.395833333,0.333333333,0.375,0.333333333,0.333333333,0.333333333,0.333333333,0.3125,0.3125,0.291666667,0.3125,0.333333333,0.5625,0.4375
159,arctichare_256,48,9,0.583333333,0.583333333,0.520833333,0.416666667,0.4375,0.458333333,0.458333333,0.416666667,0.4375,0.4375,0.458333333,0.5,0.5,0.520833333,0.520833333,0.479166667,0.520833333,0.520833333,0.520833333,0.5,0.583333333,0.583333333,0.520833333,0.416666667,0.4375,0.458333333,0.458333333,0.416666667,0.4375,0.4375,0.458333333,0.5,0.5,0.520833333,0.520833333,0.479166667,0.520833333,0.520833333,0.520833333,0.5,0.583333333,0.583333333,0.520833333,0.416666667,0.4375,0.458333333,0.458333333,0.416666667,0.4375,0.4375,0.458333333,0.5,0.5,0.520833333,0.520833333,0.479166667,0.520833333,0.520833333,0.520833333,0.5,0.583333333,0.583333333,0.520833333,0.416666667,0.4375,0.458333333,0.458333333,0.416666667,0.4375,0.4375,0.458333333,0.5,0.5,0.520833333,0.520833333,0.479166667,0.520833333,0.520833333,0.520833333,0.5,0.541666667,0.395833333,0.479166667,0.375,0.541666667,0.4375,0.5,0.520833333,0.5,0.541666667,0.458333333,0.458333333,0.5,0.458333333,0.375,0.395833333,0.458333333,0.4375,0.4375,0.5,0.4375,0.416666667,0.4375,0.4375,0.458333333,0.458333333,0.520833333,0.479166667,0.4375,0.395833333,0.458333333,0.416666667,0.458333333,0.416666667,0.479166667,0.5,0.458333333,0.4375,0.5,0.520833333,0.4375,0.5,0.5,0.541666667,0.479166667,0.4375,0.458333333,0.5,0.416666667,0.5,0.4375,0.4375,0.458333333,0.479166667,0.458333333,0.520833333,0.520833333,0.5,0.479166667,0.479166667,0.5,0.479166667,0.479166667,0.5,0.520833333,0.458333333,0.4375
160,arctichare_256,56,0,0.357142857,0.339285714,0.464285714,0.517857143,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.535714286,0.464285714,0.482142857,0.482142857,0.446428571,0.446428571,0.446428571,0.446428571,0.428571429,0.446428571,0.428571429,0.357142857,0.339285714,0.464285714,0.517857143,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.535714286,0.464285714,0.482142857,0.482142857,0.446428571,0.446428571,0.446428571,0.446428571,0.428571429,0.446428571,0.428571429,0.357142857,0.339285714,0.464285714,0.517857143,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.535714286,0.464285714,0.482142857,0.482142857,0.446428571,0.446428571,0.446428571,0.446428571,0.428571429,0.446428571,0.428571429,0.357142857,0.339285714,0.464285714,0.517857143,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.535714286,0.464285714,0.482142857,0.482142857,0.446428571,0.446428571,0.446428571,0.446428571,0.428571429,0.446428571,0.428571429,0.5,0.517857143,0.482142857,0.517857143,0.589285714,0.464285714,0.535714286,0.571428571,0.464285714,0.5,0.5,0.482142857,0.5,0.446428571,0.553571429,0.535714286,0.464285714,0.553571429,0.517857143,0.535714286,0.553571429,0.553571429,0.517857143,0.482142857,0.517857143,0.482142857,0.517857143,0.482142857,0.5,0.482142857,0.517857143,0.535714286,0.535714286,0.571428571,0.571428571,0.482142857,0.5,0.571428571,0.589285714,0.517857143,0.517857143,0.5,0.5,0.5,0.5,0.553571429,0.535714286,0.517857143,0.553571429,0.553571429,0.517857143,0.535714286,0.5,0.5,0.5,0.517857143,0.535714286,0.535714286,0.482142857,0.535714286,0.482142857,0.517857143,0.553571429,0.517857143,0.517857143,0.553571429,0.535714286
161,arctichare_256,56,1,0.446428571,0.392857143,0.357142857,0.339285714,0.303571429,0.303571429,0.321428571,0.321428571,0.339285714,0.375,0.428571429,0.428571429,0.428571429,0.464285714,0.446428571,0.446428571,0.464285714,0.464285714,0.482142857,0.482142857,0.446428571,0.392857143,0.357142857,0.339285714,0.303571429,0.303571429,0.321428571,0.321428571,0.339285714,0.375,0.428571429,0.428571429,0.428571429,0.464285714,0.446428571,0.446428571,0.464285714,0.464285714,0.482142857,0.482142857,0.446428571,0.392857143,0.357142857,0.339285714,0.303571429,0.303571429,0.321428571,0.321428571,0.339285714,0.375,0.428571429,0.428571429,0.428571429,0.464285714,0.446428571,0.446428571,0.464285714,0.464285714,0.482142857,0.482142857,0.446428571,0.392857143,0.357142857,0.339285714,0.303571429,0.303571429,0.321428571,0.321428571,0.339285714,0.375,0.428571429,0.428571429,0.428571429,0.464285714,0.446428571,0.446428571,0.464285714,0.464285714,0.482142857,0.482142857,0.428571429,0.392857143,0.339285714,0.410714286,0.375,0.446428571,0.392857143,0.321428571,0.375,0.410714286,0.357142857,0.392857143,0.410714286,0.464285714,0.375,0.375,0.339285714,0.357142857,0.357142857,0.375,0.357142857,0.375,0.392857143,0.357142857,0.392857143,0.392857143,0.375,0.392857143,0.392857143,0.357142857,0.375,0.375,0.375,0.357142857,0.339285714,0.375,0.392857143,0.357142857,0.357142857,0.392857143,0.357142857,0.375,0.375,0.357142857,0.375,0.375,0.339285714,0.375,0.357142857,0.392857143,0.392857143,0.339285714,0.375,0.375,0.392857143,0.392857143,0.375,0.428571429,0.428571429,0.392857143,0.446428571,0.482142857,0.446428571,0.410714286,0.553571429,0.553571429,0.339285714
162,arctichare_256,56,2,0.446428571,0.392857143,0.535714286,0.535714286,0.517857143,0.482142857,0.482142857,0.464285714,0.5,0.482142857,0.517857143,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.446428571,0.392857143,0.535714286,0.535714286,0.517857143,0.482142857,0.482142857,0.464285714,0.5,0.482142857,0.517857143,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.446428571,0.392857143,0.535714286,0.535714286,0.517857143,0.482142857,0.482142857,0.464285714,0.5,0.482142857,0.517857143,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.446428571,0.392857143,0.535714286,0.535714286,0.517857143,0.482142857,0.482142857,0.464285714,0.5,0.482142857,0.517857143,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.625,0.482142857,0.553571429,0.5,0.446428571,0.464285714,0.5,0.482142857,0.517857143,0.5,0.5,0.482142857,0.428571429,0.5,0.535714286,0.446428571,0.517857143,0.482142857,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.482142857,0.517857143,0.5,0.464285714,0.482142857,0.482142857,0.5,0.464285714,0.553571429,0.535714286,0.482142857,0.5,0.446428571,0.535714286,0.482142857,0.464285714,0.517857143,0.5,0.482142857,0.464285714,0.535714286,0.482142857,0.446428571,0.5,0.446428571,0.5,0.517857143,0.5,0.482142857,0.482142857,0.464285714,0.5,0.446428571,0.464285714,0.482142857,0.446428571,0.482142857,0.535714286,0.5,0.535714286,0.535714286,0.589285714,0.5
163,arctichare_256,56,3,0.607142857,0.553571429,0.571428571,0.535714286,0.5,0.446428571,0.446428571,0.428571429,0.5,0.428571429,0.482142857,0.482142857,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.5,0.607142857,0.553571429,0.571428571,0.535714286,0.5,0.446428571,0.446428571,0.428571429,0.5,0.428571429,0.482142857,0.482142857,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.5,0.607142857,0.553571429,0.571428571,0.535714286,0.5,0.446428571,0.446428571,0.428571429,0.5,0.428571429,0.482142857,0.482142857,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.5,0.607142857,0.553571429,0.571428571,0.535714286,0.5,0.446428571,0.446428571,0.428571429,0.5,0.428571429,0.482142857,0.482142857,0.517857143,0.5,0.5,0.482142857,0.5,0.5,0.5,0.5,0.5,0.5,0.482142857,0.517857143,0.5,0.482142857,0.535714286,0.482142857,0.446428571,0.446428571,0.464285714,0.428571429,0.607142857,0.553571429,0.5,0.517857143,0.553571429,0.482142857,0.446428571,0.410714286,0.446428571,0.464285714,0.482142857,0.446428571,0.517857143,0.464285714,0.446428571,0.5,0.464285714,0.517857143,0.464285714,0.446428571,0.446428571,0.446428571,0.482142857,0.464285714,0.464285714,0.482142857,0.482142857,0.482142857,0.410714286,0.5,0.482142857,0.482142857,0.5,0.446428571,0.5,0.464285714,0.428571429,0.464285714,0.428571429,0.5,0.5,0.482142857,0.410714286,0.410714286,0.428571429,0.428571429,0.428571429,0.446428571,0.410714286,0.428571429,0.357142857,0.375,0.482142857,0.482142857,0.5
164,arctichare_256,56,4,0.464285714,0.446428571,0.482142857,0.517857143,0.535714286,0.535714286,0.482142857,0.517857143,0.571428571,0.535714286,0.535714286,0.571428571,0.535714286,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.517857143,0.482142857,0.464285714,0.446428571,0.482142857,0.517857143,0.535714286,0.535714286,0.482142857,0.517857143,0.571428571,0.535714286,0.535714286,0.571428571,0.535714286,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.517857143,0.482142857,0.464285714,0.446428571,0.482142857,0.517857143,0.535714286,0.535714286,0.482142857,0.517857143,0.571428571,0.535714286,0.535714286,0.571428571,0.535714286,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.517857143,0.482142857,0.464285714,0.446428571,0.482142857,0.517857143,0.535714286,0.535714286,0.482142857,0.517857143,0.571428571,0.535714286,0.535714286,0.571428571,0.535714286,0.553571429,0.553571429,0.535714286,0.517857143,0.535714286,0.517857143,0.482142857,0.428571429,0.607142857,0.642857143,0.553571429,0.553571429,0.535714286,0.571428571,0.607142857,0.589285714,0.553571429,0.482142857,0.517857143,0.571428571,0.535714286,0.5,0.535714286,0.5,0.517857143,0.517857143,0.535714286,0.535714286,0.553571429,0.535714286,0.553571429,0.517857143,0.571428571,0.517857143,0.553571429,0.535714286,0.535714286,0.5,0.535714286,0.5,0.553571429,0.482142857,0.5,0.517857143,0.5,0.517857143,0.482142857,0.482142857,0.482142857,0.535714286,0.482142857,0.535714286,0.5,0.482142857,0.5,0.5,0.5,0.5,0.571428571,0.553571429,0.535714286,0.535714286,0.535714286,0.553571429,0.517857143,0.5,0.5,0.517857143,0.5,0.553571429,0.607142857,0.517857143,0.5,0.571428571
165,arctichare_256,56,5,0.446428571,0.464285714,0.446428571,0.428571429,0.446428571,0.428571429,0.446428571,0.428571429,0.5,0.5,0.482142857,0.482142857,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.517857143,0.5,0.446428571,0.464285714,0.446428571,0.428571429,0.446428571,0.428571429,0.446428571,0.428571429,0.5,0.5,0.482142857,0.482142857,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.517857143,0.5,0.446428571,0.464285714,0.446428571,0.428571429,0.446428571,0.428571429,0.446428571,0.428571429,0.5,0.5,0.482142857,0.482142857,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.517857143,0.5,0.446428571,0.464285714,0.446428571,0.428571429,0.446428571,0.428571429,0.446428571,0.428571429,0.5,0.5,0.482142857,0.482142857,0.482142857,0.5,0.5,0.5,0.517857143,0.5,0.517857143,0.5,0.482142857,0.482142857,0.535714286,0.428571429,0.464285714,0.517857143,0.464285714,0.375,0.535714286,0.464285714,0.375,0.517857143,0.357142857,0.571428571,0.482142857,0.410714286,0.464285714,0.428571429,0.464285714,0.5,0.446428571,0.482142857,0.517857143,0.446428571,0.410714286,0.5,0.464285714,0.428571429,0.5,0.464285714,0.5,0.446428571,0.464285714,0.517857143,0.464285714,0.428571429,0.517857143,0.446428571,0.446428571,0.482142857,0.428571429,0.428571429,0.5,0.446428571,0.428571429,0.428571429,0.446428571,0.464285714,0.446428571,0.446428571,0.428571429,0.5,0.482142857,0.446428571,0.410714286,0.428571429,0.392857143,0.357142857,0.375,0.357142857,0.410714286,0.392857143,0.392857143,0.357142857,0.357142857,0.410714286,0.5
166,arctichare_256,56,6,0.589285714,0.607142857,0.589285714,0.607142857,0.553571429,0.571428571,0.607142857,0.553571429,0.553571429,0.553571429,0.535714286,0.535714286,0.535714286,0.535714286,0.535714286,0.553571429,0.553571429,0.553571429,0.553571429,0.571428571,0.589285714,0.607142857,0.589285714,0.607142857,0.553571429,0.571428571,0.607142857,0.553571429,0.553571429,0.553571429,0.535714286,0.535714286,0.535714286,0.535714286,0.535714286,0.553571429,0.553571429,0.553571429,0.553571429,0.571428571,0.589285714,0.607142857,0.589285714,0.607142857,0.553571429,0.571428571,0.607142857,0.553571429,0.553571429,0.553571429,0.535714286,0.535714286,0.535714286,0.535714286,0.535714286,0.553571429,0.553571429,0.553571429,0.553571429,0.571428571,0.589285714,0.607142857,0.589285714,0.607142857,0.553571429,0.571428571,0.607142857,0.553571429,0.553571429,0.553571429,0.535714286,0.535714286,0.535714286,0.535714286,0.535714286,0.553571429,0.553571429,0.553571429,0.553571429,0.571428571,0.571428571,0.5,0.517857143,0.571428571,0.517857143,0.535714286,0.535714286,0.553571429,0.517857143,0.464285714,0.571428571,0.517857143,0.571428571,0.446428571,0.553571429,0.535714286,0.517857143,0.517857143,0.5,0.535714286,0.5,0.5,0.482142857,0.553571429,0.535714286,0.482142857,0.535714286,0.535714286,0.5,0.517857143,0.517857143,0.535714286,0.482142857,0.517857143,0.517857143,0.5,0.535714286,0.535714286,0.535714286,0.535714286,0.589285714,0.517857143,0.482142857,0.517857143,0.535714286,0.482142857,0.535714286,0.517857143,0.535714286,0.517857143,0.535714286,0.553571429,0.553571429,0.571428571,0.571428571,0.571428571,0.571428571,0.589285714,0.553571429,0.571428571,0.517857143,0.571428571,0.535714286,0.589285714,0.464285714,0.446428571,0.553571429
167,arctichare_256,56,7,0.464285714,0.5,0.446428571,0.464285714,0.535714286,0.553571429,0.571428571,0.553571429,0.535714286,0.517857143,0.517857143,0.535714286,0.535714286,0.517857143,0.5,0.535714286,0.464285714,0.464285714,0.464285714,0.428571429,0.464285714,0.5,0.446428571,0.464285714,0.535714286,0.553571429,0.571428571,0.553571429,0.535714286,0.517857143,0.517857143,0.535714286,0.535714286,0.517857143,0.5,0.535714286,0.464285714,0.464285714,0.464285714,0.428571429,0.464285714,0.5,0.446428571,0.464285714,0.535714286,0.553571429,0.571428571,0.553571429,0.535714286,0.517857143,0.517857143,0.535714286,0.535714286,0.517857143,0.5,0.535714286,0.464285714,0.464285714,0.464285714,0.428571429,0.464285714,0.5,0.446428571,0.464285714,0.535714286,0.553571429,0.571428571,0.553571429,0.535714286,0.517857143,0.517857143,0.535714286,0.535714286,0.517857143,0.5,0.535714286,0.464285714,0.464285714,0.464285714,0.428571429,0.5,0.553571429,0.535714286,0.553571429,0.535714286,0.553571429,0.535714286,0.571428571,0.535714286,0.553571429,0.589285714,0.589285714,0.517857143,0.571428571,0.517857143,0.464285714,0.642857143,0.571428571,0.535714286,0.553571429,0.553571429,0.589285714,0.535714286,0.535714286,0.571428571,0.553571429,0.589285714,0.571428571,0.571428571,0.553571429,0.517857143,0.535714286,0.535714286,0.535714286,0.589285714,0.571428571,0.571428571,0.517857143,0.571428571,0.589285714,0.589285714,0.589285714,0.571428571,0.571428571,0.553571429,0.571428571,0.571428571,0.517857143,0.535714286,0.535714286,0.589285714,0.535714286,0.535714286,0.517857143,0.5,0.517857143,0.5,0.5,0.517857143,0.517857143,0.553571429,0.482142857,0.464285714,0.517857143,0.535714286,0.428571429,0.535714286
